booking_id,customer_id,stylist_id,service_type,booking_date,booking_hour,day_of_week,lead_time_days,duration_mins,price,showed_up,loyalty_tier,location,age,gender,hist_noshow_rate
BK03741,CUST0010,STYLIST09,Facial,2025-09-28,14,6,0,60,857,0,Bronze,Hyderabad,34,Female,0.5
BK03742,CUST0137,STYLIST02,Manicure,2024-11-20,20,2,2,45,584,1,Silver,Nellore,45,Female,0.15384615384615385
BK03743,CUST0174,STYLIST05,Haircut,2026-04-17,17,4,0,30,212,1,Silver,Nellore,41,Female,0.08333333333333337
BK03744,CUST0055,STYLIST03,Hair Colour,2025-02-07,10,4,0,90,1564,1,Gold,Hyderabad,34,Male,0.0
BK03745,CUST0031,STYLIST10,Haircut,2025-04-30,16,2,1,30,280,1,Bronze,Nellore,54,Male,0.36363636363636365
BK03746,CUST0356,STYLIST01,Hair Colour,2024-10-23,18,2,2,90,1831,0,Bronze,Nellore,34,Female,0.19999999999999996
BK03747,CUST0061,STYLIST10,Hair Colour,2025-03-30,17,6,0,90,1177,1,Bronze,Bangalore,60,Male,0.19999999999999996
BK03748,CUST0229,STYLIST03,Hair Colour,2026-01-11,20,6,1,90,862,1,Bronze,Hyderabad,45,Female,0.25
BK03749,CUST0442,STYLIST03,Manicure,2025-12-12,11,4,0,45,381,1,Bronze,Chennai,28,Female,0.125
BK03750,CUST0117,STYLIST03,Facial,2025-04-06,14,6,14,60,859,1,Gold,Nellore,61,Female,0.0
BK03751,CUST0407,STYLIST01,Haircut,2025-07-17,13,3,0,30,250,1,Silver,Nellore,29,Female,0.08333333333333337
BK03752,CUST0323,STYLIST08,Hair Colour,2025-02-16,18,6,1,90,1897,1,Bronze,Nellore,20,Female,0.19999999999999996
BK03753,CUST0282,STYLIST02,Bridal Package,2024-06-03,16,0,0,180,9697,1,Bronze,Nellore,47,Female,0.0
BK03754,CUST0238,STYLIST04,Haircut,2025-02-27,20,3,0,30,338,0,Silver,Hyderabad,57,Female,0.125
BK03755,CUST0355,STYLIST04,Hair Spa,2026-04-19,11,6,0,60,595,1,Gold,Nellore,20,Female,0.0
BK03756,CUST0180,STYLIST07,Facial,2024-08-20,10,1,2,60,936,1,Silver,Nellore,55,Male,0.19999999999999996
BK03757,CUST0425,STYLIST10,Facial,2026-04-21,17,1,1,60,1175,1,Silver,Bangalore,19,Female,0.0714285714285714
BK03758,CUST0019,STYLIST01,Pedicure,2025-02-19,16,2,0,45,679,0,Silver,Chennai,18,Male,0.25
BK03759,CUST0389,STYLIST06,Hair Colour,2024-10-25,14,4,7,90,1858,1,Bronze,Nellore,54,Male,0.2142857142857143
BK03760,CUST0235,STYLIST08,Hair Colour,2025-09-06,19,5,1,90,1104,1,Silver,Nellore,19,Male,0.30000000000000004
BK03761,CUST0061,STYLIST10,Haircut,2024-11-10,18,6,1,30,337,1,Bronze,Bangalore,60,Male,0.19999999999999996
BK03762,CUST0051,STYLIST08,Hair Colour,2025-02-08,16,5,2,90,1369,1,Gold,Nellore,46,Female,0.0
BK03763,CUST0234,STYLIST05,Waxing,2025-05-23,12,4,3,30,210,1,Bronze,Nellore,62,Female,0.2222222222222222
BK03764,CUST0487,STYLIST08,Haircut,2025-01-04,17,5,2,30,293,1,Bronze,Nellore,53,Female,0.0
BK03765,CUST0149,STYLIST05,Hair Colour,2025-10-19,11,6,0,90,1459,1,Bronze,Chennai,29,Female,0.18181818181818177
BK03766,CUST0070,STYLIST08,Hair Spa,2024-07-14,12,6,0,60,524,1,Silver,Chennai,53,Female,0.19999999999999996
BK03767,CUST0070,STYLIST01,Haircut,2025-05-02,13,4,0,30,266,0,Silver,Chennai,53,Female,0.19999999999999996
BK03768,CUST0118,STYLIST03,Facial,2024-08-08,14,3,1,60,783,1,Platinum,Nellore,31,Male,0.09999999999999998
BK03769,CUST0240,STYLIST01,Pedicure,2024-06-27,15,3,0,45,451,1,Silver,Nellore,42,Female,0.3846153846153846
BK03770,CUST0005,STYLIST07,Hair Colour,2026-03-17,16,1,1,90,1791,1,Bronze,Nellore,34,Female,0.16666666666666663
BK03771,CUST0088,STYLIST05,Haircut,2026-03-19,16,3,3,30,237,1,Gold,Hyderabad,36,Female,0.2727272727272727
BK03772,CUST0296,STYLIST08,Facial,2025-12-14,17,6,1,60,1041,1,Gold,Hyderabad,61,Female,0.11111111111111116
BK03773,CUST0343,STYLIST05,Haircut,2026-02-25,15,2,0,30,242,1,Bronze,Bangalore,29,Female,0.09999999999999998
BK03774,CUST0064,STYLIST05,Haircut,2024-08-29,18,3,0,30,268,1,Silver,Nellore,56,Female,0.23076923076923073
BK03775,CUST0111,STYLIST08,Haircut,2024-10-08,11,1,0,30,235,0,Bronze,Nellore,24,Other,0.46153846153846156
BK03776,CUST0478,STYLIST10,Waxing,2024-12-15,19,6,1,30,460,1,Gold,Nellore,35,Female,0.15384615384615385
BK03777,CUST0497,STYLIST09,Haircut,2025-11-18,10,1,0,30,311,0,Bronze,Chennai,27,Female,0.25
BK03778,CUST0014,STYLIST06,Facial,2025-09-27,16,5,1,60,1119,1,Gold,Hyderabad,60,Male,0.3076923076923077
BK03779,CUST0480,STYLIST09,Waxing,2025-10-08,10,2,0,30,405,1,Bronze,Nellore,58,Female,0.1428571428571429
BK03780,CUST0307,STYLIST08,Hair Spa,2026-04-11,17,5,0,60,909,0,Bronze,Nellore,38,Female,0.2222222222222222
BK03781,CUST0449,STYLIST05,Waxing,2024-10-18,11,4,0,30,305,1,Bronze,Nellore,41,Female,0.09090909090909094
BK03782,CUST0444,STYLIST07,Hair Colour,2025-10-10,16,4,14,90,1893,1,Bronze,Chennai,58,Male,0.2142857142857143
BK03783,CUST0001,STYLIST08,Waxing,2025-07-06,12,6,14,30,483,1,Silver,Chennai,36,Male,0.3076923076923077
BK03784,CUST0081,STYLIST03,Hair Colour,2025-05-25,14,6,2,90,1939,1,Bronze,Hyderabad,43,Male,0.0
BK03785,CUST0448,STYLIST06,Hair Spa,2025-07-29,16,1,2,60,507,1,Silver,Nellore,22,Female,0.3076923076923077
BK03786,CUST0097,STYLIST04,Facial,2026-04-04,18,5,1,60,1144,1,Bronze,Nellore,50,Male,0.2142857142857143
BK03787,CUST0258,STYLIST09,Haircut,2025-08-02,15,5,3,30,241,0,Silver,Nellore,34,Male,0.17647058823529416
BK03788,CUST0081,STYLIST05,Pedicure,2025-05-07,19,2,7,45,569,1,Bronze,Hyderabad,43,Male,0.0
BK03789,CUST0134,STYLIST10,Bridal Package,2026-04-01,12,2,0,180,14226,1,Gold,Chennai,64,Female,0.06666666666666665
BK03790,CUST0315,STYLIST10,Waxing,2024-12-21,16,5,1,30,478,1,Silver,Nellore,30,Female,0.2142857142857143
BK03791,CUST0364,STYLIST07,Haircut,2025-06-07,12,5,0,30,210,1,Gold,Nellore,57,Female,0.11764705882352944
BK03792,CUST0226,STYLIST04,Hair Colour,2024-12-19,14,3,0,90,1794,0,Silver,Nellore,30,Female,0.25
BK03793,CUST0183,STYLIST03,Facial,2026-04-17,16,4,7,60,1193,1,Gold,Nellore,30,Female,0.125
BK03794,CUST0325,STYLIST05,Hair Colour,2025-06-26,18,3,1,90,1749,1,Silver,Hyderabad,29,Female,0.2727272727272727
BK03795,CUST0451,STYLIST04,Waxing,2025-06-21,16,5,3,30,402,1,Bronze,Nellore,61,Male,0.2222222222222222
BK03796,CUST0342,STYLIST07,Waxing,2024-08-31,12,5,0,30,418,1,Gold,Chennai,50,Female,0.0
BK03797,CUST0237,STYLIST10,Hair Colour,2024-08-18,13,6,1,90,1548,1,Gold,Nellore,30,Female,0.0
BK03798,CUST0344,STYLIST05,Hair Colour,2024-12-25,12,2,0,90,1302,1,Gold,Nellore,56,Female,0.0
BK03799,CUST0167,STYLIST09,Hair Colour,2024-12-20,12,4,3,90,1031,1,Bronze,Nellore,25,Female,0.18181818181818177
BK03800,CUST0043,STYLIST04,Haircut,2026-04-06,17,0,14,30,210,1,Bronze,Hyderabad,20,Female,0.0
BK03801,CUST0145,STYLIST01,Hair Colour,2025-07-12,15,5,3,90,912,0,Bronze,Nellore,28,Male,0.2222222222222222
BK03802,CUST0444,STYLIST01,Facial,2025-08-14,20,3,0,60,927,0,Bronze,Chennai,58,Male,0.2142857142857143
BK03803,CUST0058,STYLIST08,Facial,2024-10-04,16,4,1,60,1056,1,Silver,Chennai,58,Female,0.125
BK03804,CUST0336,STYLIST02,Hair Colour,2025-12-16,12,1,1,90,955,1,Silver,Chennai,32,Female,0.1428571428571429
BK03805,CUST0367,STYLIST02,Hair Colour,2024-05-11,17,5,0,90,1611,1,Bronze,Bangalore,64,Female,0.30000000000000004
BK03806,CUST0059,STYLIST10,Hair Colour,2025-03-19,10,2,2,90,1011,1,Silver,Nellore,44,Female,0.1428571428571429
BK03807,CUST0084,STYLIST01,Manicure,2024-09-15,17,6,2,45,507,1,Bronze,Nellore,19,Female,0.0
BK03808,CUST0003,STYLIST02,Hair Spa,2024-06-22,11,5,7,60,869,1,Platinum,Nellore,45,Male,0.19999999999999996
BK03809,CUST0376,STYLIST03,Waxing,2024-10-22,15,1,7,30,292,1,Bronze,Nellore,42,Female,0.1333333333333333
BK03810,CUST0059,STYLIST01,Hair Spa,2025-01-19,16,6,2,60,893,1,Silver,Nellore,44,Female,0.1428571428571429
BK03811,CUST0032,STYLIST09,Waxing,2024-10-10,15,3,1,30,356,1,Gold,Chennai,31,Female,0.07692307692307687
BK03812,CUST0259,STYLIST08,Hair Colour,2024-06-17,11,0,3,90,1363,1,Silver,Nellore,31,Female,0.0
BK03813,CUST0386,STYLIST03,Waxing,2024-08-28,12,2,3,30,387,1,Bronze,Hyderabad,49,Female,0.0
BK03814,CUST0077,STYLIST05,Bridal Package,2024-12-13,15,4,2,180,11611,1,Bronze,Hyderabad,50,Male,0.3076923076923077
BK03815,CUST0231,STYLIST03,Bridal Package,2025-02-21,17,4,1,180,8600,1,Silver,Chennai,57,Female,0.09999999999999998
BK03816,CUST0298,STYLIST07,Hair Colour,2024-08-15,19,3,1,90,1783,1,Silver,Nellore,34,Male,0.08333333333333337
BK03817,CUST0019,STYLIST07,Hair Spa,2025-08-01,15,4,0,60,575,0,Silver,Chennai,18,Male,0.25
BK03818,CUST0410,STYLIST02,Facial,2025-11-04,14,1,0,60,963,1,Gold,Bangalore,37,Female,0.0
BK03819,CUST0422,STYLIST10,Bridal Package,2024-11-14,18,3,3,180,6039,1,Bronze,Bangalore,27,Male,0.2857142857142857
BK03820,CUST0436,STYLIST06,Haircut,2024-10-29,9,1,7,30,209,1,Bronze,Chennai,55,Male,0.09090909090909094
BK03821,CUST0250,STYLIST06,Facial,2026-01-22,17,3,2,60,673,1,Bronze,Bangalore,59,Female,0.16666666666666663
BK03822,CUST0425,STYLIST10,Pedicure,2026-01-09,17,4,0,45,568,1,Silver,Bangalore,19,Female,0.0714285714285714
BK03823,CUST0498,STYLIST05,Facial,2026-01-24,13,5,14,60,1173,1,Bronze,Chennai,39,Male,0.0
BK03824,CUST0185,STYLIST06,Pedicure,2024-10-11,10,4,2,45,570,1,Bronze,Nellore,37,Male,0.0
BK03825,CUST0219,STYLIST06,Hair Colour,2025-12-02,10,1,0,90,1933,1,Bronze,Nellore,46,Female,0.125
BK03826,CUST0321,STYLIST10,Haircut,2025-07-31,18,3,3,30,390,0,Bronze,Hyderabad,45,Male,0.375
BK03827,CUST0412,STYLIST06,Waxing,2026-01-25,11,6,1,30,416,1,Gold,Nellore,24,Male,0.0625
BK03828,CUST0215,STYLIST06,Waxing,2025-05-01,10,3,0,30,383,1,Bronze,Hyderabad,20,Female,0.3846153846153846
BK03829,CUST0212,STYLIST02,Bridal Package,2025-11-14,15,4,0,180,13465,1,Platinum,Nellore,28,Female,0.0
BK03830,CUST0436,STYLIST06,Pedicure,2024-09-25,19,2,0,45,538,1,Bronze,Chennai,55,Male,0.09090909090909094
BK03831,CUST0351,STYLIST08,Pedicure,2025-11-03,19,0,2,45,409,0,Silver,Nellore,29,Female,0.1428571428571429
BK03832,CUST0034,STYLIST06,Pedicure,2025-01-07,17,1,0,45,696,1,Bronze,Bangalore,26,Female,0.375
BK03833,CUST0416,STYLIST05,Hair Colour,2026-03-29,14,6,2,90,999,0,Bronze,Bangalore,45,Female,0.16666666666666663
BK03834,CUST0129,STYLIST10,Waxing,2026-03-26,16,3,0,30,305,1,Bronze,Nellore,60,Male,0.2857142857142857
BK03835,CUST0027,STYLIST02,Bridal Package,2025-04-03,15,3,1,180,13638,1,Silver,Nellore,59,Female,0.2222222222222222
BK03836,CUST0072,STYLIST05,Facial,2026-04-12,12,6,14,60,736,1,Silver,Nellore,44,Female,0.08333333333333337
BK03837,CUST0130,STYLIST06,Haircut,2024-11-25,11,0,1,30,235,1,Bronze,Bangalore,36,Male,0.2727272727272727
BK03838,CUST0167,STYLIST06,Waxing,2025-10-12,17,6,0,30,253,1,Bronze,Nellore,25,Female,0.18181818181818177
BK03839,CUST0310,STYLIST01,Haircut,2025-06-02,19,0,0,30,200,0,Bronze,Bangalore,57,Female,0.75
BK03840,CUST0297,STYLIST01,Haircut,2025-08-20,16,2,2,30,210,1,Bronze,Hyderabad,25,Male,0.18181818181818177
BK03841,CUST0377,STYLIST06,Hair Spa,2024-05-21,18,1,1,60,568,1,Silver,Hyderabad,36,Female,0.25
BK03842,CUST0045,STYLIST10,Hair Colour,2025-11-15,19,5,1,90,1557,1,Bronze,Bangalore,48,Female,0.11111111111111116
BK03843,CUST0290,STYLIST02,Hair Colour,2026-01-04,16,6,3,90,1629,1,Bronze,Chennai,28,Male,0.30000000000000004
BK03844,CUST0088,STYLIST08,Hair Colour,2024-07-13,11,5,1,90,1803,1,Gold,Hyderabad,36,Female,0.2727272727272727
BK03845,CUST0362,STYLIST04,Waxing,2025-09-26,14,4,0,30,312,0,Gold,Hyderabad,57,Female,0.30000000000000004
BK03846,CUST0128,STYLIST02,Hair Colour,2025-02-13,15,3,2,90,1150,1,Bronze,Hyderabad,61,Male,0.1428571428571429
BK03847,CUST0384,STYLIST01,Manicure,2024-09-07,16,5,3,45,316,1,Bronze,Nellore,49,Female,0.1428571428571429
BK03848,CUST0427,STYLIST05,Haircut,2026-01-15,15,3,0,30,262,1,Bronze,Hyderabad,39,Female,0.08333333333333337
BK03849,CUST0337,STYLIST09,Manicure,2024-08-23,18,4,2,45,385,1,Bronze,Nellore,51,Female,0.09090909090909094
BK03850,CUST0061,STYLIST09,Hair Spa,2026-01-05,10,0,7,60,793,1,Bronze,Bangalore,60,Male,0.19999999999999996
BK03851,CUST0373,STYLIST05,Hair Spa,2026-03-21,14,5,1,60,786,0,Bronze,Nellore,37,Female,0.4285714285714286
BK03852,CUST0447,STYLIST03,Haircut,2024-11-09,20,5,1,30,391,1,Silver,Hyderabad,47,Male,0.09999999999999998
BK03853,CUST0468,STYLIST08,Hair Colour,2025-11-28,16,4,2,90,1434,1,Bronze,Chennai,27,Male,0.16666666666666663
BK03854,CUST0429,STYLIST07,Facial,2024-12-06,17,4,2,60,1053,1,Platinum,Nellore,52,Female,0.06666666666666665
BK03855,CUST0476,STYLIST03,Haircut,2025-12-29,17,0,2,30,244,1,Bronze,Chennai,43,Female,0.09999999999999998
BK03856,CUST0381,STYLIST08,Hair Spa,2024-07-24,12,2,0,60,601,1,Bronze,Nellore,22,Male,0.19999999999999996
BK03857,CUST0279,STYLIST09,Pedicure,2025-07-25,17,4,2,45,474,1,Silver,Hyderabad,31,Female,0.08333333333333337
BK03858,CUST0428,STYLIST06,Pedicure,2025-03-01,13,5,7,45,652,1,Bronze,Nellore,45,Female,0.1428571428571429
BK03859,CUST0359,STYLIST07,Manicure,2025-01-30,16,3,1,45,576,1,Bronze,Nellore,40,Female,0.2222222222222222
BK03860,CUST0105,STYLIST04,Hair Colour,2025-06-21,18,5,1,90,858,1,Silver,Hyderabad,33,Female,0.2727272727272727
BK03861,CUST0252,STYLIST09,Facial,2025-05-30,18,4,3,60,1037,1,Gold,Hyderabad,54,Female,0.125
BK03862,CUST0190,STYLIST10,Hair Colour,2025-11-03,17,0,2,90,1880,1,Silver,Chennai,45,Female,0.125
BK03863,CUST0287,STYLIST07,Waxing,2024-08-17,20,5,2,30,394,1,Silver,Chennai,32,Male,0.1428571428571429
BK03864,CUST0397,STYLIST10,Hair Colour,2024-06-18,12,1,2,90,1268,1,Bronze,Hyderabad,63,Female,0.16666666666666663
BK03865,CUST0277,STYLIST09,Hair Spa,2025-11-03,11,0,7,60,871,1,Silver,Nellore,64,Female,0.125
BK03866,CUST0458,STYLIST10,Hair Colour,2024-10-24,16,3,1,90,1642,1,Silver,Bangalore,53,Female,0.125
BK03867,CUST0370,STYLIST03,Hair Colour,2026-03-02,10,0,2,90,1505,0,Bronze,Chennai,54,Male,0.33333333333333337
BK03868,CUST0329,STYLIST02,Bridal Package,2026-03-24,11,1,7,180,13795,0,Silver,Nellore,43,Male,0.2222222222222222
BK03869,CUST0098,STYLIST02,Waxing,2025-09-11,12,3,7,30,217,1,Bronze,Bangalore,51,Male,0.16666666666666663
BK03870,CUST0059,STYLIST09,Waxing,2024-08-12,10,0,7,30,248,0,Silver,Nellore,44,Female,0.1428571428571429
BK03871,CUST0258,STYLIST03,Waxing,2024-09-02,11,0,0,30,291,1,Silver,Nellore,34,Male,0.17647058823529416
BK03872,CUST0113,STYLIST02,Waxing,2024-10-11,11,4,14,30,403,1,Silver,Chennai,36,Female,0.33333333333333337
BK03873,CUST0176,STYLIST07,Facial,2024-09-13,10,4,7,60,840,1,Bronze,Nellore,42,Female,0.09999999999999998
BK03874,CUST0301,STYLIST01,Hair Colour,2026-04-16,14,3,1,90,1465,1,Bronze,Nellore,51,Female,0.2142857142857143
BK03875,CUST0368,STYLIST03,Waxing,2024-08-18,13,6,2,30,289,1,Silver,Hyderabad,57,Male,0.25
BK03876,CUST0374,STYLIST04,Haircut,2025-06-05,17,3,0,30,395,1,Silver,Hyderabad,31,Female,0.2857142857142857
BK03877,CUST0412,STYLIST01,Bridal Package,2025-11-09,18,6,0,180,6730,1,Gold,Nellore,24,Male,0.0625
BK03878,CUST0162,STYLIST07,Hair Colour,2025-07-03,12,3,2,90,1550,1,Silver,Hyderabad,26,Male,0.09090909090909094
BK03879,CUST0298,STYLIST03,Hair Spa,2026-01-05,13,0,2,60,688,1,Silver,Nellore,34,Male,0.08333333333333337
BK03880,CUST0138,STYLIST02,Waxing,2025-10-13,18,0,1,30,268,1,Gold,Hyderabad,42,Male,0.09090909090909094
BK03881,CUST0431,STYLIST04,Manicure,2026-02-20,15,4,3,45,542,1,Bronze,Nellore,28,Female,0.08333333333333337
BK03882,CUST0065,STYLIST08,Pedicure,2024-09-03,10,1,1,45,464,1,Bronze,Hyderabad,60,Female,0.0
BK03883,CUST0489,STYLIST06,Waxing,2025-04-27,15,6,1,30,229,1,Gold,Bangalore,44,Male,0.21052631578947367
BK03884,CUST0231,STYLIST04,Hair Spa,2025-06-07,11,5,0,60,697,1,Silver,Chennai,57,Female,0.09999999999999998
BK03885,CUST0161,STYLIST01,Manicure,2025-07-28,17,0,2,45,342,1,Bronze,Nellore,19,Female,0.09999999999999998
BK03886,CUST0177,STYLIST07,Hair Spa,2025-07-21,12,0,0,60,839,1,Gold,Nellore,22,Other,0.18181818181818177
BK03887,CUST0055,STYLIST03,Haircut,2025-07-24,18,3,7,30,222,1,Gold,Hyderabad,34,Male,0.0
BK03888,CUST0368,STYLIST05,Manicure,2024-12-14,17,5,0,45,368,1,Silver,Hyderabad,57,Male,0.25
BK03889,CUST0280,STYLIST04,Bridal Package,2025-03-21,20,4,7,180,8380,1,Bronze,Nellore,24,Male,0.09999999999999998
BK03890,CUST0249,STYLIST08,Haircut,2024-09-28,16,5,14,30,362,1,Bronze,Nellore,33,Female,0.07692307692307687
BK03891,CUST0108,STYLIST08,Bridal Package,2024-10-20,15,6,0,180,12663,1,Silver,Nellore,35,Female,0.1333333333333333
BK03892,CUST0239,STYLIST07,Haircut,2024-10-06,11,6,1,30,231,1,Bronze,Nellore,29,Male,0.07692307692307687
BK03893,CUST0411,STYLIST09,Haircut,2025-11-27,12,3,1,30,314,1,Silver,Hyderabad,42,Male,0.5555555555555556
BK03894,CUST0216,STYLIST03,Waxing,2024-05-20,11,0,7,30,490,1,Bronze,Hyderabad,52,Female,0.0625
BK03895,CUST0281,STYLIST08,Facial,2026-01-01,18,3,14,60,639,1,Gold,Chennai,58,Male,0.25
BK03896,CUST0358,STYLIST06,Haircut,2025-08-17,17,6,0,30,293,0,Silver,Nellore,46,Male,0.23529411764705888
BK03897,CUST0217,STYLIST05,Bridal Package,2025-03-23,18,6,2,180,11852,1,Bronze,Nellore,37,Female,0.18181818181818177
BK03898,CUST0005,STYLIST05,Hair Spa,2024-08-19,18,0,2,60,619,1,Bronze,Nellore,34,Female,0.16666666666666663
BK03899,CUST0171,STYLIST08,Hair Colour,2024-08-24,15,5,1,90,1967,1,Silver,Nellore,54,Female,0.09090909090909094
BK03900,CUST0358,STYLIST02,Hair Spa,2025-04-01,19,1,0,60,909,1,Silver,Nellore,46,Male,0.23529411764705888
BK03901,CUST0116,STYLIST09,Haircut,2026-05-04,19,0,3,30,279,1,Silver,Chennai,26,Female,0.19999999999999996
BK03902,CUST0043,STYLIST02,Bridal Package,2026-01-26,20,0,0,180,11998,1,Bronze,Hyderabad,20,Female,0.0
BK03903,CUST0148,STYLIST08,Waxing,2026-02-13,12,4,0,30,497,0,Silver,Nellore,27,Female,0.15384615384615385
BK03904,CUST0288,STYLIST05,Waxing,2026-01-18,18,6,2,30,415,1,Gold,Chennai,56,Male,0.08333333333333337
BK03905,CUST0295,STYLIST06,Hair Spa,2024-07-27,11,5,0,60,575,0,Silver,Chennai,52,Female,0.18181818181818177
BK03906,CUST0130,STYLIST10,Hair Colour,2025-08-26,19,1,2,90,1684,1,Bronze,Bangalore,36,Male,0.2727272727272727
BK03907,CUST0319,STYLIST01,Haircut,2025-01-04,15,5,2,30,308,0,Bronze,Nellore,52,Female,0.30000000000000004
BK03908,CUST0084,STYLIST04,Waxing,2025-10-02,11,3,1,30,287,1,Bronze,Nellore,19,Female,0.0
BK03909,CUST0249,STYLIST08,Hair Colour,2025-05-03,17,5,1,90,1155,1,Bronze,Nellore,33,Female,0.07692307692307687
BK03910,CUST0136,STYLIST06,Hair Spa,2024-05-22,13,2,1,60,530,1,Silver,Nellore,61,Female,0.3571428571428571
BK03911,CUST0221,STYLIST10,Pedicure,2026-01-15,17,3,0,45,476,1,Bronze,Nellore,31,Female,0.0
BK03912,CUST0394,STYLIST06,Pedicure,2025-02-25,10,1,2,45,671,1,Bronze,Nellore,50,Male,0.08333333333333337
BK03913,CUST0178,STYLIST04,Haircut,2024-05-19,11,6,7,30,306,0,Silver,Chennai,32,Female,0.33333333333333337
BK03914,CUST0112,STYLIST09,Manicure,2024-10-30,17,2,2,45,377,1,Silver,Bangalore,54,Male,0.25
BK03915,CUST0384,STYLIST08,Waxing,2026-01-27,16,1,2,30,219,1,Bronze,Nellore,49,Female,0.1428571428571429
BK03916,CUST0061,STYLIST03,Haircut,2025-01-23,11,3,2,30,222,1,Bronze,Bangalore,60,Male,0.19999999999999996
BK03917,CUST0176,STYLIST09,Hair Spa,2025-08-22,14,4,1,60,589,1,Bronze,Nellore,42,Female,0.09999999999999998
BK03918,CUST0014,STYLIST02,Facial,2025-06-20,13,4,0,60,1044,1,Gold,Hyderabad,60,Male,0.3076923076923077
BK03919,CUST0150,STYLIST01,Haircut,2026-01-29,11,3,1,30,235,1,Bronze,Nellore,47,Female,0.23076923076923073
BK03920,CUST0444,STYLIST10,Pedicure,2025-11-28,9,4,0,45,445,1,Bronze,Chennai,58,Male,0.2142857142857143
BK03921,CUST0357,STYLIST07,Waxing,2025-04-05,15,5,0,30,255,1,Platinum,Nellore,63,Male,0.0
BK03922,CUST0393,STYLIST10,Haircut,2025-07-15,18,1,3,30,384,0,Bronze,Hyderabad,45,Female,0.09999999999999998
BK03923,CUST0021,STYLIST10,Hair Spa,2024-07-06,15,5,2,60,927,1,Bronze,Nellore,56,Female,0.18181818181818177
BK03924,CUST0358,STYLIST08,Hair Colour,2025-12-07,11,6,0,90,1760,1,Silver,Nellore,46,Male,0.23529411764705888
BK03925,CUST0225,STYLIST01,Hair Colour,2024-07-07,17,6,3,90,1246,1,Bronze,Nellore,33,Male,0.1333333333333333
BK03926,CUST0135,STYLIST04,Waxing,2024-10-29,10,1,2,30,348,1,Bronze,Nellore,56,Female,0.19999999999999996
BK03927,CUST0123,STYLIST03,Haircut,2024-11-03,9,6,1,30,358,1,Silver,Nellore,61,Male,0.125
BK03928,CUST0023,STYLIST05,Hair Colour,2024-10-15,20,1,1,90,1128,1,Silver,Nellore,58,Female,0.0
BK03929,CUST0315,STYLIST07,Manicure,2025-11-24,17,0,2,45,504,1,Silver,Nellore,30,Female,0.2142857142857143
BK03930,CUST0387,STYLIST02,Pedicure,2024-09-17,11,1,14,45,675,1,Silver,Chennai,61,Female,0.11111111111111116
BK03931,CUST0211,STYLIST10,Haircut,2025-01-11,15,5,0,30,206,1,Platinum,Nellore,18,Female,0.07692307692307687
BK03932,CUST0350,STYLIST05,Waxing,2024-12-02,13,0,7,30,271,1,Silver,Hyderabad,38,Female,0.18181818181818177
BK03933,CUST0459,STYLIST09,Waxing,2026-01-01,10,3,0,30,356,1,Silver,Chennai,44,Male,0.18181818181818177
BK03934,CUST0314,STYLIST03,Hair Spa,2026-03-01,12,6,0,60,512,1,Bronze,Hyderabad,26,Female,0.0
BK03935,CUST0331,STYLIST04,Haircut,2026-04-09,17,3,1,30,267,1,Bronze,Chennai,32,Female,0.0
BK03936,CUST0154,STYLIST03,Waxing,2025-11-03,18,0,14,30,221,1,Gold,Chennai,46,Female,0.09999999999999998
BK03937,CUST0285,STYLIST09,Haircut,2025-02-23,11,6,0,30,214,0,Silver,Nellore,56,Female,0.36363636363636365
BK03938,CUST0130,STYLIST08,Pedicure,2024-06-05,15,2,2,45,643,1,Bronze,Bangalore,36,Male,0.2727272727272727
BK03939,CUST0182,STYLIST01,Manicure,2024-10-18,15,4,7,45,577,0,Silver,Nellore,44,Male,0.36363636363636365
BK03940,CUST0485,STYLIST08,Waxing,2024-07-26,15,4,3,30,429,1,Bronze,Nellore,32,Male,0.1333333333333333
BK03941,CUST0258,STYLIST10,Hair Colour,2025-02-28,19,4,3,90,1077,1,Silver,Nellore,34,Male,0.17647058823529416
BK03942,CUST0212,STYLIST07,Pedicure,2025-11-08,15,5,0,45,642,1,Platinum,Nellore,28,Female,0.0
BK03943,CUST0340,STYLIST03,Waxing,2025-04-14,17,0,1,30,431,1,Silver,Nellore,58,Female,0.0
BK03944,CUST0331,STYLIST02,Facial,2024-07-10,12,2,7,60,1106,1,Bronze,Chennai,32,Female,0.0
BK03945,CUST0313,STYLIST07,Facial,2025-04-13,17,6,2,60,617,0,Bronze,Chennai,59,Female,0.09090909090909094
BK03946,CUST0318,STYLIST06,Facial,2025-10-28,12,1,1,60,1163,1,Gold,Hyderabad,45,Female,0.11764705882352944
BK03947,CUST0450,STYLIST02,Haircut,2025-11-24,18,0,1,30,322,1,Bronze,Nellore,49,Female,0.25
BK03948,CUST0148,STYLIST06,Hair Colour,2024-09-29,14,6,2,90,1813,1,Silver,Nellore,27,Female,0.15384615384615385
BK03949,CUST0135,STYLIST08,Pedicure,2024-05-25,17,5,0,45,569,1,Bronze,Nellore,56,Female,0.19999999999999996
BK03950,CUST0429,STYLIST02,Waxing,2026-02-02,16,0,1,30,328,1,Platinum,Nellore,52,Female,0.06666666666666665
BK03951,CUST0351,STYLIST04,Waxing,2024-11-04,12,0,1,30,201,1,Silver,Nellore,29,Female,0.1428571428571429
